City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,tommot,RU,58.9564,126.2925,32.29,93,100,8.37,light snow
361,osa,RU,57.2829,55.4567,39.92,92,100,2.51,overcast clouds
362,karachi,PK,24.9056,67.0822,73.22,88,20,0.0,mist
363,zhigansk,RU,66.7697,123.3711,19.6,94,100,9.15,light snow
364,kendari,ID,-3.945,122.4989,86.7,65,39,6.71,scattered clouds
365,port blair,IN,11.6667,92.75,78.84,89,100,11.5,very heavy rain
366,igrim,RU,63.1906,64.4162,38.79,88,99,8.05,overcast clouds
367,mackay,AU,-21.15,149.2,81.68,65,88,10.0,overcast clouds
368,sioux lookout,CA,50.1001,-91.917,24.87,93,20,0.0,few clouds
369,berdigestyakh,RU,62.0989,126.6992,29.03,89,100,6.04,overcast clouds
370,inuvik,CA,68.3499,-133.7218,27.61,100,100,3.44,light snow
371,olafsvik,IS,64.8945,-23.7142,44.13,82,100,15.3,overcast clouds
372,penhold,CA,52.1334,-113.8687,59.74,37,0,3.44,clear sky
373,ashington,GB,50.9331,-0.3909,56.82,86,98,1.01,overcast clouds
374,ilo,PE,-17.6394,-71.3375,60.76,84,33,5.57,scattered clouds
375,rawson,AR,-43.3002,-65.1023,69.15,36,3,26.73,clear sky
376,aklavik,CA,68.2191,-135.0107,24.6,97,85,2.17,overcast clouds
377,daru,PG,-9.0763,143.2092,84.72,73,99,7.43,overcast clouds
378,broome,US,42.2506,-75.833,39.0,78,94,3.0,overcast clouds
379,ha giang,VN,22.8333,104.9833,75.34,38,98,2.44,overcast clouds
380,ponta delgada,PT,37.7333,-25.6667,63.32,63,40,26.46,scattered clouds
381,galeana,MX,24.8333,-100.0667,46.4,98,100,4.12,overcast clouds
382,bria,CF,6.5423,21.9863,68.16,97,99,2.28,overcast clouds
383,namibe,AO,-15.1961,12.1522,64.47,85,25,6.11,scattered clouds
384,ndago,TZ,-4.6,34.35,65.08,60,57,9.15,broken clouds
385,trenggalek,ID,-8.05,111.7167,78.1,90,100,2.53,overcast clouds
386,alihe,CN,50.5667,123.7167,45.72,25,93,6.62,overcast clouds
387,goya,AR,-29.14,-59.2626,62.87,89,3,5.68,clear sky
388,korla,CN,41.7597,86.1469,59.88,18,70,8.1,broken clouds
389,dunedin,NZ,-45.8742,170.5036,55.8,67,100,10.0,overcast clouds
390,kumluca,TR,36.3703,30.2869,70.45,60,41,5.01,scattered clouds
391,mandiana,GN,10.6333,-8.6833,73.81,71,1,2.82,clear sky
392,pithoragarh,IN,29.5833,80.2167,53.28,74,0,2.39,clear sky
393,hasaki,JP,35.7333,140.8333,59.4,59,100,17.58,overcast clouds
394,little current,CA,45.9793,-81.9248,40.41,92,99,13.89,overcast clouds
395,ust-tsilma,RU,65.441,52.1498,36.91,79,95,10.51,overcast clouds
396,cidreira,BR,-30.1811,-50.2056,64.54,96,100,11.81,overcast clouds
397,burnie,AU,-41.0667,145.9167,64.09,58,1,13.02,clear sky
398,nizwa,OM,22.9333,57.5333,76.15,19,74,2.3,broken clouds
399,kuusamo,FI,65.9667,29.1833,32.04,93,75,8.05,broken clouds
400,pochutla,MX,15.7432,-96.4661,71.82,94,100,9.84,light rain
401,nome,US,64.5011,-165.4064,35.17,95,100,4.99,overcast clouds
402,aykhal,RU,66.0,111.5,13.73,95,94,4.27,overcast clouds
403,cayenne,GF,4.9333,-52.3333,77.04,94,20,0.0,few clouds
404,prince rupert,CA,54.3161,-130.3201,56.89,82,100,27.63,moderate rain
405,xiongyue,CN,40.1774,122.1228,61.11,49,0,15.75,clear sky
406,bridlington,GB,54.0831,-0.1919,52.9,83,100,13.33,overcast clouds
407,isangel,VU,-19.55,169.2667,84.31,79,75,9.22,broken clouds
408,looc,PH,12.2605,121.9926,85.44,68,77,4.18,broken clouds
409,chirnogeni,RO,43.9,28.2333,49.15,86,1,5.61,clear sky
410,kolyvan,RU,55.3053,82.7391,35.22,91,91,8.57,overcast clouds
411,murakami,JP,38.2333,139.4833,62.49,57,97,7.74,overcast clouds
412,aginskoye,RU,51.1,114.53,44.53,46,21,19.33,few clouds
413,constantine,DZ,36.365,6.6147,58.41,72,0,0.0,clear sky
414,kinsale,IE,51.7075,-8.5306,58.37,100,75,20.71,broken clouds
415,acajutla,SV,13.5928,-89.8275,78.69,86,97,5.99,overcast clouds
416,olavarria,AR,-36.8927,-60.3225,56.01,82,49,9.8,scattered clouds
417,olinda,BR,-8.0089,-34.8553,78.53,73,40,10.36,scattered clouds
418,waipawa,NZ,-41.4122,175.5153,50.05,84,95,2.55,overcast clouds
419,parau,NZ,-36.9672,174.6141,64.35,56,40,20.71,scattered clouds
420,bintulu,MY,3.1667,113.0333,81.01,88,40,3.44,scattered clouds
421,ichinohe,JP,40.2069,141.3017,55.08,59,42,13.22,scattered clouds
422,jacareacanga,BR,-6.2222,-57.7528,71.69,96,89,2.57,overcast clouds
423,manaus,BR,-3.1019,-60.025,81.09,83,0,4.61,clear sky
424,huntington,US,38.4193,-82.4452,42.98,64,85,8.99,overcast clouds
425,lorengau,PG,-2.0226,147.2712,85.23,63,94,11.41,overcast clouds
426,kysyl-syr,RU,63.8986,122.7617,27.48,91,100,2.37,overcast clouds
427,denia,ES,38.8408,0.1057,71.74,91,69,1.99,broken clouds
428,venice,US,27.0998,-82.4543,73.0,71,100,7.0,overcast clouds
429,maxixe,MZ,-23.8597,35.3472,71.67,81,62,8.03,broken clouds
430,aguas vermelhas,BR,-15.7472,-41.46,62.24,89,0,4.54,clear sky
431,seoul,KR,37.5683,126.9778,56.77,38,0,4.61,clear sky
432,lucapa,AO,-8.4192,20.7447,63.99,95,64,2.1,broken clouds
433,maringa,BR,-23.4253,-51.9386,69.67,83,0,5.75,clear sky
434,kutum,SD,14.2,24.6667,69.22,30,0,7.49,clear sky
435,masallatah,LY,32.6167,14.0,66.94,70,4,7.99,light rain
436,thayetmyo,MM,19.3167,95.1833,82.18,77,17,5.84,few clouds
437,three hills,CA,51.7001,-113.2686,49.39,36,9,3.44,clear sky
438,natal,BR,-5.795,-35.2094,77.22,78,40,13.8,scattered clouds
439,avila,ES,40.5833,-5.0,51.66,75,60,8.5,broken clouds
440,campo grande,BR,-20.4428,-54.6464,69.35,78,75,14.97,broken clouds
441,miranda,CO,3.2499,-76.2281,68.13,97,100,0.69,overcast clouds
442,eyl,SO,7.9803,49.8164,77.94,80,6,7.29,clear sky
443,la sarre,CA,48.8002,-79.1996,37.67,98,100,8.37,overcast clouds
444,hervey bay,AU,-25.2986,152.8535,71.02,91,100,5.99,light rain
445,boqueirao,BR,-7.5,-36.1333,72.95,91,32,9.86,scattered clouds
446,kailua,US,21.4022,-157.7394,83.61,70,22,6.06,few clouds
447,la ronge,CA,55.1001,-105.2842,53.85,50,0,6.91,clear sky
448,kavieng,PG,-2.5744,150.7967,85.39,64,79,11.63,broken clouds
449,poopo,BO,-18.3667,-66.9667,48.65,52,45,3.94,scattered clouds
450,saquena,PE,-4.6667,-73.5167,74.01,97,100,2.24,overcast clouds
451,jamshedpur,IN,22.8,86.1833,73.22,100,40,0.0,fog
452,hampton,US,37.0299,-76.3452,51.82,71,0,9.22,clear sky
453,duluth,US,46.7833,-92.1066,33.35,67,0,11.5,clear sky
454,flin flon,CA,54.7682,-101.865,44.49,56,100,4.27,overcast clouds
455,arman,RU,59.7,150.1667,28.02,40,100,14.58,overcast clouds
456,kaeo,NZ,-35.1,173.7833,67.32,54,6,10.33,clear sky
457,ludvika,SE,60.1496,15.1878,36.34,76,37,7.02,scattered clouds
458,alugan,PH,12.2188,125.4808,84.85,69,100,5.91,overcast clouds
459,chapais,CA,49.7834,-74.8492,40.78,92,96,8.16,overcast clouds
460,sunbury,AU,-37.5833,144.7333,73.38,42,0,12.66,clear sky
461,nakhon phanom,TH,17.3333,104.4167,80.28,44,86,8.39,overcast clouds
462,ahipara,NZ,-35.1667,173.1667,60.49,57,5,12.59,clear sky
463,egvekinot,RU,66.3167,-179.1667,21.34,95,100,10.6,light snow
464,salalah,OM,17.0151,54.0924,74.93,58,7,3.2,clear sky
465,fort nelson,CA,58.8053,-122.7002,54.99,58,100,3.44,overcast clouds
466,manggar,ID,-2.8833,108.2667,78.4,85,100,0.43,overcast clouds
467,havre,FR,49.5833,0.3333,60.57,94,0,14.97,clear sky
468,inta,RU,66.0317,60.1659,37.26,92,100,14.88,overcast clouds
469,hirara,JP,24.8,125.2833,75.47,69,75,25.32,broken clouds
470,naze,JP,28.3667,129.4833,72.52,81,100,19.89,overcast clouds
471,samana,DO,19.2056,-69.3369,76.89,88,0,3.36,clear sky
472,gat,IL,31.61,34.7642,66.88,73,2,3.49,clear sky
473,sao filipe,CV,14.8961,-24.4956,80.1,77,12,8.03,few clouds
474,las vegas,US,36.175,-115.1372,81.34,22,0,3.44,clear sky
475,omidiyeh,IR,30.7597,49.705,69.67,52,91,0.0,overcast clouds
476,green river,US,41.5286,-109.4662,57.6,35,0,3.87,clear sky
477,vrangel,RU,42.7297,133.0839,49.77,35,0,12.5,clear sky
478,asau,RO,46.4333,26.4,34.72,66,52,6.31,broken clouds
479,esna,EG,25.2934,32.554,68.02,41,100,10.25,overcast clouds
480,mehamn,NO,71.0357,27.8492,39.15,81,75,13.8,light rain
481,waddan,LY,29.1614,16.139,64.4,76,11,6.76,few clouds
482,chavinda,MX,20.0167,-102.45,62.65,94,100,2.86,light rain
483,port hedland,AU,-20.3167,118.5667,89.65,19,0,13.8,clear sky
484,beni,CD,0.5,29.4667,61.11,99,100,2.77,overcast clouds
485,cheyenne,US,41.14,-104.8203,48.78,42,0,3.06,clear sky
486,komsomolskiy,UZ,40.4272,71.7189,54.32,87,75,4.61,light intensity shower rain
487,steinheim,DE,51.8707,9.0914,46.31,96,0,1.66,clear sky
488,doha,QA,25.2867,51.5333,82.38,51,0,4.61,clear sky
489,rochester,US,43.1548,-77.6156,43.09,76,40,8.05,scattered clouds
490,dali,CN,25.7,100.1833,63.36,54,48,2.19,scattered clouds
491,eenhana,NA,-17.4667,16.3333,72.75,34,71,7.18,broken clouds
492,chitrakonda,IN,18.1167,82.0833,75.76,87,72,1.61,broken clouds
493,vilyuysk,RU,63.7553,121.6247,28.04,92,100,3.27,light snow
494,guerrero negro,MX,27.9769,-114.0611,71.76,75,0,12.17,clear sky
495,vigrestad,NO,58.5667,5.7,44.58,73,11,16.28,few clouds
496,ornskoldsvik,SE,63.2909,18.7153,36.55,87,20,9.22,few clouds
497,lazaro cardenas,MX,17.9583,-102.2,79.32,82,99,1.45,overcast clouds
498,ordubad,AZ,38.9059,46.0234,54.84,82,4,4.92,clear sky
499,yulara,AU,-25.2406,130.9889,75.49,34,0,11.41,clear sky
500,logansport,US,40.7545,-86.3567,42.85,72,100,9.22,overcast clouds
501,qasigiannguit,GL,68.8193,-51.1922,32.56,100,100,5.1,snow
502,corowa,AU,-36.0333,146.3833,75.29,62,45,3.06,scattered clouds
503,guiratinga,BR,-16.3494,-53.7583,79.21,31,77,2.01,light rain
504,amari,GR,35.2267,24.6508,60.82,89,79,6.89,broken clouds
505,belyy yar,RU,53.6039,91.3903,39.85,75,20,4.47,few clouds
506,ilulissat,GL,69.2167,-51.1,31.98,99,100,3.27,snow
507,opuwo,NA,-18.0607,13.84,64.99,26,0,0.04,clear sky
508,aksarayskiy,RU,46.7924,48.0119,48.07,60,45,9.75,scattered clouds
509,kiruna,SE,67.8557,20.2251,29.32,80,100,8.05,overcast clouds
510,nanga eboko,CM,4.6833,12.3667,66.78,99,100,0.67,light rain
511,victor harbor,AU,-35.5667,138.6167,70.68,70,12,11.5,few clouds
512,champa,IN,22.05,82.65,77.27,77,0,5.06,clear sky
513,pechea,RO,45.6333,27.8,46.4,71,75,7.4,broken clouds
514,siverek,TR,37.755,39.3167,66.4,35,0,3.22,clear sky
515,inhambane,MZ,-23.865,35.3833,72.68,79,71,9.28,broken clouds
516,valdivia,CL,-39.8142,-73.2459,49.51,99,27,1.48,scattered clouds
517,sisimiut,GL,66.9395,-53.6735,34.0,99,100,6.73,snow
518,svaty jur,SK,48.2522,17.2154,58.78,87,40,10.36,scattered clouds
519,culebra,PR,18.303,-65.301,79.0,82,7,5.01,clear sky
520,zhangye,CN,38.9342,100.4517,59.94,14,40,4.41,scattered clouds
521,benguela,AO,-12.5763,13.4055,72.01,87,22,3.71,few clouds
522,ulma,DE,48.3984,9.9916,53.56,95,14,2.53,few clouds
523,yerbogachen,RU,61.2767,108.0108,28.27,75,83,11.39,broken clouds
524,hohhot,CN,40.8106,111.6522,55.69,24,0,2.24,clear sky
525,pocone,BR,-16.2567,-56.6228,76.35,73,1,4.14,light rain
526,ustka,PL,54.5805,16.8619,51.66,85,41,15.28,scattered clouds
527,savinka,RU,50.0785,47.0994,49.55,58,100,13.76,overcast clouds
528,grindavik,IS,63.8424,-22.4338,41.47,93,100,12.66,light intensity drizzle
529,oktyabrskoye,RU,43.0645,44.7417,44.74,100,0,2.24,fog
530,pangai,TO,-19.8,-174.35,82.51,69,75,13.8,broken clouds
531,venezuela,VE,8.0,-66.0,79.27,81,99,9.64,overcast clouds
532,honningsvag,NO,70.9821,25.9704,38.95,87,100,12.66,light rain
533,konskie,PL,51.1917,20.4061,53.24,90,64,11.7,broken clouds
534,mount gambier,AU,-37.8333,140.7667,70.43,51,1,7.52,clear sky
535,buchanan,LR,5.8808,-10.0467,76.6,89,98,4.16,light rain
536,aksarka,RU,66.5606,67.7975,38.3,96,100,8.59,light rain
537,rorvik,NO,64.8621,11.2373,44.71,87,40,12.66,light intensity drizzle
538,canto do buriti,BR,-8.11,-42.9444,77.23,42,2,3.29,clear sky
539,pampa,US,35.5362,-100.9599,48.56,57,0,8.05,clear sky
540,paamiut,GL,61.994,-49.6678,39.02,92,100,10.54,light rain
541,dwarka,IN,22.2394,68.9678,81.66,59,10,7.45,clear sky
542,pak phanang,TH,8.3511,100.202,87.82,90,99,5.03,overcast clouds
543,kayseri,TR,38.737,35.4968,46.42,100,40,0.0,scattered clouds
544,arroio dos ratos,BR,-30.0772,-51.7292,62.87,95,87,6.42,overcast clouds
545,sambava,MG,-14.2667,50.1667,70.66,79,100,12.5,light rain
546,ketchikan,US,55.3422,-131.6461,55.38,92,100,20.38,heavy intensity rain
547,emba,KZ,48.8264,58.1442,42.39,56,100,15.73,overcast clouds
548,yerkoy,TR,39.6381,34.4672,51.28,91,11,3.0,few clouds
549,ibra,OM,22.6906,58.5334,74.61,27,87,2.33,overcast clouds
550,osypenko,UA,46.9136,36.8253,49.53,55,16,1.81,few clouds
551,bonavista,CA,48.6499,-53.1147,50.59,90,35,8.16,scattered clouds
552,belle fourche,US,44.6714,-103.8522,55.51,46,6,3.56,clear sky
553,englewood,US,39.6478,-104.9878,56.64,42,0,4.21,clear sky
554,bandarbeyla,SO,9.4942,50.8122,77.25,86,0,12.19,clear sky
555,conceicao da barra,BR,-18.5933,-39.7322,74.26,80,30,6.6,scattered clouds
556,sao bento,BR,-6.2833,-37.75,72.9,69,5,13.69,clear sky
557,bud,US,39.447,-86.1758,43.92,59,88,12.66,overcast clouds
558,fort smith,US,35.3859,-94.3986,41.34,45,0,1.99,clear sky
559,kulhudhuffushi,MV,6.6221,73.07,80.98,77,100,16.35,light rain
560,marovoay,MG,-16.1,46.6333,69.57,58,0,7.34,clear sky
561,bilma,NE,18.6853,12.9164,73.17,30,0,14.16,clear sky
562,samarai,PG,-10.6167,150.6667,84.38,72,15,15.43,few clouds
563,thinadhoo,MV,0.5333,72.9333,80.8,72,99,9.46,overcast clouds
564,damghan,IR,36.1683,54.348,57.69,66,2,4.83,clear sky
565,vila,PT,42.0304,-8.1588,54.48,94,96,8.59,light rain
566,marawi,PH,7.9986,124.2928,79.72,75,88,3.49,overcast clouds
567,ascension,US,30.2169,-90.9001,51.08,39,0,5.75,clear sky
568,havelock,US,34.8791,-76.9013,53.92,75,0,1.01,clear sky
569,tavda,RU,58.0425,65.2726,40.12,94,100,7.96,overcast clouds
570,kieta,PG,-6.2167,155.6333,85.46,63,38,4.36,scattered clouds
571,berezovyy,RU,51.6667,135.7,46.2,31,8,7.94,clear sky
572,luwuk,ID,-0.9516,122.7875,87.51,66,87,3.18,light rain
573,lydenburg,ZA,-25.0978,30.4597,56.1,91,100,2.33,overcast clouds
574,ukiah,US,39.1502,-123.2078,70.65,54,46,1.01,scattered clouds
575,auki,SB,-8.7676,160.7034,86.99,60,10,6.4,clear sky
576,grand gaube,MU,-20.0064,57.6608,70.2,73,78,3.0,broken clouds
577,beshpagir,RU,45.0217,42.3808,38.62,90,2,3.53,clear sky
578,whitehorse,CA,60.7161,-135.0538,43.57,87,75,23.02,broken clouds
579,ottawa,CA,45.4112,-75.6981,40.98,90,20,3.44,few clouds
580,sao felix do xingu,BR,-6.6447,-51.995,74.66,88,53,1.25,broken clouds
581,ayan,RU,56.45,138.1667,35.26,41,3,16.8,clear sky
582,sao joao da barra,BR,-21.6403,-41.0511,73.13,89,77,14.05,broken clouds
583,galdar,ES,28.147,-15.6502,70.3,74,2,9.98,clear sky
584,cockburn town,TC,21.4612,-71.1419,82.67,76,2,13.0,clear sky
585,aranos,NA,-24.1333,19.1167,67.87,56,6,10.4,clear sky
586,oda,JP,35.1833,132.5,59.77,65,14,7.4,few clouds
587,ust-kulom,RU,61.6864,53.6902,37.89,90,100,7.81,overcast clouds
588,ngunguru,NZ,-35.6167,174.5,62.33,49,28,14.45,scattered clouds
589,rio grande,BR,-32.035,-52.0986,63.12,91,99,16.6,overcast clouds
590,bilibino,RU,68.0546,166.4372,10.29,87,100,9.17,overcast clouds
591,kikwit,CD,-5.041,18.8162,69.42,97,99,1.68,light rain
592,portland,US,45.5234,-122.6762,66.2,77,0,1.01,clear sky
593,oranjestad,AW,12.524,-70.027,84.15,83,20,12.66,few clouds
594,saint-joseph,RE,-21.3667,55.6167,73.47,73,19,10.04,few clouds
595,qurayyat,SA,31.3318,37.3428,62.78,59,0,9.22,clear sky
596,ixtapa,MX,20.7,-105.2,76.62,95,50,1.97,scattered clouds
597,riyadh,SA,24.6877,46.7219,68.14,16,91,1.48,overcast clouds
598,channel-port aux basques,CA,47.5702,-59.1367,53.29,89,15,13.58,few clouds
599,gladstone,AU,-23.85,151.25,71.78,83,75,9.22,light rain
600,adrar,MR,20.5022,-10.0711,82.72,16,100,9.08,overcast clouds
601,pontianak,ID,-0.0333,109.3333,82.38,83,75,3.44,broken clouds
602,gland,CH,46.4208,6.2701,60.91,88,4,2.08,clear sky
603,trairi,BR,-3.2778,-39.2689,78.33,82,36,13.8,scattered clouds
604,novouzensk,RU,50.4592,48.1431,50.18,62,100,14.16,overcast clouds
605,general roca,AR,-39.0333,-67.5833,59.18,78,84,10.8,broken clouds
606,torres,BR,-29.3353,-49.7269,66.83,95,99,1.63,overcast clouds
607,huicheng,CN,23.0385,116.2899,71.17,55,99,17.72,overcast clouds
608,basoko,CD,1.2391,23.616,71.2,93,98,0.89,overcast clouds
609,kihei,US,20.785,-156.4656,82.98,85,9,6.33,clear sky
610,ternate,ID,0.8,127.4,86.97,58,99,2.24,overcast clouds
611,gamba,GA,-2.65,10.0,76.8,86,100,2.68,overcast clouds
612,prochnookopskaya,RU,45.0666,41.1175,48.15,89,0,5.64,clear sky
613,pindi gheb,PK,33.2402,72.2661,74.28,42,0,6.15,clear sky
614,zapolyarnyy,RU,69.4154,30.8136,33.08,89,99,15.55,overcast clouds
615,pita,GN,10.8333,-12.5833,71.17,89,100,3.42,overcast clouds
616,karratha,AU,-20.7377,116.8463,84.97,34,0,12.55,clear sky
617,shihezi,CN,44.3,86.0333,49.33,79,100,5.53,overcast clouds
618,leshukonskoye,RU,64.8989,45.7622,35.02,97,73,11.54,broken clouds
619,deer lake,CA,49.1667,-57.4316,49.86,100,100,6.91,overcast clouds
620,sechura,PE,-5.5569,-80.8222,63.21,77,100,12.55,overcast clouds
621,bingol,TR,38.8847,40.4939,58.05,53,53,4.21,broken clouds
622,chulym,RU,55.0997,80.9572,39.22,90,99,9.84,overcast clouds
623,haines junction,CA,60.7522,-137.5108,37.35,93,100,2.3,overcast clouds
624,birao,CF,10.2849,22.7882,72.16,65,3,3.8,clear sky
625,maloy,NO,61.9353,5.1136,41.74,1,72,9.1,broken clouds
626,emerald,AU,-23.5333,148.1667,78.35,66,100,9.19,overcast clouds
627,mao,ES,39.8885,4.2658,70.36,94,100,4.61,overcast clouds
628,redmond,US,47.674,-122.1215,61.48,80,0,1.01,clear sky
629,urusha,RU,54.05,122.9,35.29,51,100,2.13,overcast clouds
630,oistins,BB,13.0667,-59.5333,82.49,78,40,12.66,scattered clouds
631,huilong,CN,31.8111,121.655,63.37,48,0,11.86,clear sky
632,namatanai,PG,-3.6667,152.4333,85.62,63,60,6.71,broken clouds
633,deputatskiy,RU,69.3,139.9,1.22,93,46,3.58,scattered clouds
634,shakawe,BW,-18.3667,21.85,66.78,67,94,9.64,overcast clouds
635,labuhan,ID,-6.8844,112.2051,83.8,71,100,3.24,light rain
636,itupeva,BR,-23.1531,-47.0578,68.05,82,100,10.36,light rain
637,arcata,US,40.8665,-124.0828,62.74,89,100,0.0,fog
638,cartagena,CO,10.3997,-75.5144,83.82,79,40,3.44,scattered clouds
639,hobyo,SO,5.3505,48.5268,77.56,84,26,14.09,light rain
640,simitli,BG,41.8833,23.1167,54.32,46,0,3.02,clear sky
641,ishigaki,JP,24.3448,124.1572,74.68,68,100,28.54,overcast clouds
642,inndyr,NO,67.0338,14.0276,44.64,85,100,13.18,light rain
643,dakar,SN,14.6937,-17.4441,79.68,76,94,13.49,light rain
644,chipinge,ZW,-20.1883,32.6236,58.08,81,89,3.6,overcast clouds
645,norden,DE,53.6,7.2,53.96,77,39,10.07,scattered clouds
646,te anau,NZ,-45.4167,167.7167,43.2,95,100,7.27,light rain
647,bekwai,GH,6.4534,-1.5774,70.36,99,66,2.15,broken clouds
648,oudtshoorn,ZA,-33.5907,22.2014,61.16,80,33,1.81,scattered clouds
649,amazar,RU,53.858,120.875,37.96,49,100,3.53,overcast clouds
650,lufilufi,WS,-13.8745,-171.5986,80.78,74,34,11.92,scattered clouds
651,kapit,MY,2.0167,112.9333,81.37,77,100,1.39,light rain
652,iralaya,HN,15.0,-83.2333,79.61,82,54,6.2,broken clouds
653,riberalta,BO,-10.9833,-66.1,74.71,88,100,0.18,overcast clouds
654,zima,RU,53.9202,102.0442,40.77,72,95,1.95,overcast clouds
655,bitung,ID,1.4451,125.1824,86.85,66,97,4.25,overcast clouds
656,ondjiva,AO,-17.0667,15.7333,71.87,34,67,8.41,broken clouds
657,port moresby,PG,-9.4431,147.1797,85.06,68,69,8.14,broken clouds
658,puerto colombia,CO,10.9878,-74.9547,81.91,79,49,8.43,scattered clouds
659,mikhaylovka,RU,50.06,43.2379,48.7,51,82,11.07,broken clouds
660,mitu,CO,1.1983,-70.1733,72.48,96,75,0.76,broken clouds
661,pahalgam,IN,34.0333,75.3333,45.01,62,9,2.84,clear sky
662,siuna,NI,13.7332,-84.7773,72.48,96,100,0.69,overcast clouds
663,arua,UG,3.0201,30.9111,64.22,91,91,1.3,overcast clouds
664,salihli,TR,38.4826,28.1477,55.72,89,0,0.89,clear sky
665,micheweni,TZ,-4.9667,39.8333,74.26,80,5,7.14,clear sky
666,domoni,KM,-12.2569,44.5319,73.99,82,16,6.38,few clouds
667,voerde,DE,51.6,6.6833,49.41,94,78,5.14,broken clouds
668,saint-marc-des-carrieres,CA,46.6834,-72.0491,51.22,94,100,2.33,overcast clouds
669,kasongo-lunda,CD,-6.4667,16.8167,70.57,92,100,1.88,overcast clouds
670,berberati,CF,4.2612,15.7922,66.94,98,95,1.12,light rain
671,tsaratanana,MG,-16.7833,47.65,65.14,70,1,8.88,clear sky
672,acarau,BR,-2.8856,-40.12,78.42,83,48,18.19,scattered clouds
673,barra do corda,BR,-5.5,-45.25,80.56,47,30,2.53,scattered clouds
674,aswan,EG,24.0934,32.907,73.56,37,2,11.79,clear sky
